id,safra,idade,renda,tempo_emprego,utilizacao,n_atrasos_12m,dti,consultas_6m,tipo_ocupacao,possui_imovel,default
382,202405,66,4730.0,0.4,0.484,0,0.306,1,CLT,0,0
383,202304,67,5720.0,3.2,0.378,0,0.025,1,autonomo,0,0
384,202404,32,4668.0,4.4,0.554,0,0.726,1,servidor,0,1
385,202410,22,4749.0,0.0,0.164,0,0.406,0,CLT,0,0
386,202407,27,2225.0,4.1,0.695,1,0.216,1,CLT,0,0
387,202310,24,3455.0,1.0,0.257,1,0.36,0,aposentado,0,0
388,202305,61,1714.0,1.8,0.103,0,0.346,1,CLT,1,0
389,202309,64,1337.0,4.4,0.336,1,0.237,0,CLT,1,0
390,202411,28,5273.0,3.5,0.529,0,0.209,1,CLT,1,0
391,202308,57,2498.0,3.4,0.294,0,0.343,2,aposentado,0,0
392,202306,29,5632.0,12.6,0.379,0,0.177,2,autonomo,1,0
393,202401,38,6337.0,8.9,0.101,0,0.427,0,CLT,0,0
394,202304,50,2671.0,5.3,0.458,0,0.273,1,servidor,0,0
395,202407,56,4891.0,8.7,0.083,2,0.114,2,servidor,0,0
396,202403,63,2616.0,0.6,0.035,0,0.121,1,aposentado,1,0
397,202407,23,1447.0,9.0,0.093,0,0.416,0,CLT,0,0
398,202405,30,3872.0,3.0,0.088,0,0.377,0,CLT,1,0
399,202410,34,2877.0,4.5,0.42,0,0.267,1,CLT,1,1
400,202306,36,2922.0,3.7,0.42,0,0.475,2,CLT,1,0
401,202310,69,9776.0,5.6,0.085,0,0.154,3,CLT,0,1
402,202403,59,1698.0,3.1,0.572,1,0.354,2,CLT,0,0
403,202305,36,4409.0,3.9,0.158,1,0.3,0,CLT,1,1
404,202307,68,2214.0,3.4,0.12,0,0.392,1,autonomo,1,0
405,202406,45,5734.0,18.2,0.814,0,0.175,1,autonomo,0,0
406,202312,45,4227.0,1.2,0.163,2,0.09,2,CLT,1,0
407,202303,42,4401.0,2.6,0.38,0,0.549,2,CLT,0,1
408,202412,28,2270.0,4.2,0.353,1,0.245,1,CLT,0,0
409,202411,66,2483.0,3.7,0.546,0,0.466,3,CLT,0,0
410,202402,21,5788.0,1.0,0.337,0,0.227,1,autonomo,0,0
411,202402,29,8825.0,5.3,0.258,0,0.267,0,servidor,1,0
412,202312,32,4629.0,2.4,0.814,0,0.25,1,autonomo,1,1
413,202405,34,2325.0,0.2,0.141,0,0.099,1,aposentado,0,0
414,202407,27,4313.0,4.8,0.323,1,0.247,3,autonomo,0,1
415,202404,21,12256.0,7.4,0.609,0,0.461,2,CLT,1,0
416,202407,54,3832.0,0.6,0.426,0,0.217,0,aposentado,1,0
417,202302,68,7562.0,0.3,0.111,0,0.175,0,CLT,1,0
418,202407,26,2515.0,3.5,0.383,2,0.428,1,servidor,0,0
419,202302,35,3565.0,0.1,0.563,0,0.056,2,autonomo,0,1
420,202310,45,4963.0,6.0,0.299,0,0.291,0,autonomo,0,0
421,202406,66,4441.0,6.7,0.13,1,0.384,0,CLT,0,0
422,202406,55,2482.0,4.4,0.605,1,0.265,1,servidor,1,0
423,202401,58,2429.0,4.2,0.149,1,0.366,2,CLT,0,0
424,202405,49,5968.0,0.1,0.598,0,0.583,0,aposentado,1,0
425,202307,41,6606.0,11.9,0.629,0,0.107,3,autonomo,0,0
426,202302,30,7755.0,0.9,0.209,0,0.403,0,aposentado,0,0
427,202409,63,8973.0,4.3,0.061,0,0.086,1,autonomo,0,0
428,202307,60,3894.0,22.0,0.657,0,0.254,2,CLT,0,0
429,202311,22,3116.0,2.5,0.047,0,0.067,3,CLT,0,0
430,202405,56,7154.0,2.1,0.271,0,0.124,2,autonomo,1,0
431,202301,25,5201.0,6.5,0.031,0,0.583,1,autonomo,0,0
432,202406,57,2228.0,1.4,0.153,0,0.181,1,servidor,0,0
433,202307,61,2172.0,2.4,0.102,0,0.55,0,servidor,0,0
434,202302,27,4656.0,1.6,0.756,0,0.311,2,autonomo,1,1
435,202403,42,3332.0,8.6,0.257,0,0.096,1,CLT,0,0
436,202303,27,3593.0,5.1,0.346,0,0.528,0,CLT,0,1
437,202403,48,6225.0,2.9,0.32,0,0.279,0,CLT,0,0
438,202312,66,5322.0,38.6,0.771,0,0.577,0,CLT,1,0
439,202411,24,7079.0,4.5,0.034,1,0.309,1,autonomo,0,1
440,202312,40,1386.0,0.9,0.393,0,0.508,2,servidor,0,0
441,202407,68,4133.0,6.5,0.499,0,0.412,2,autonomo,1,0
442,202303,35,5153.0,13.5,0.649,1,0.205,1,CLT,1,0
443,202302,27,1697.0,5.7,0.415,0,0.108,0,autonomo,1,0
444,202306,44,2624.0,5.0,0.105,0,0.116,1,autonomo,0,0
445,202411,45,2392.0,2.2,0.535,1,0.397,2,servidor,0,0
446,202310,53,3681.0,1.6,0.205,0,0.669,2,CLT,1,0
447,202302,36,8217.0,9.0,0.032,0,0.218,1,CLT,1,0
448,202306,67,10010.0,1.5,0.311,0,0.1,2,CLT,0,0
449,202403,46,2423.0,0.0,0.642,1,0.358,0,CLT,1,1
450,202305,35,4738.0,1.8,0.169,0,0.25,3,CLT,1,0
451,202311,68,4815.0,0.6,0.674,1,0.49,2,servidor,0,0
452,202407,66,4420.0,5.6,0.705,0,0.611,1,CLT,0,0
453,202412,45,4445.0,1.6,0.657,2,0.525,0,autonomo,1,1
454,202305,22,4238.0,3.8,0.57,0,0.348,3,CLT,0,1
455,202412,50,8466.0,0.5,0.704,1,0.084,3,CLT,1,1
456,202406,48,6318.0,15.1,0.645,0,0.13,1,CLT,0,0
457,202309,28,2143.0,6.4,0.366,0,0.272,2,CLT,0,0
458,202304,52,5420.0,5.5,0.77,0,0.216,0,CLT,1,0
459,202407,62,5688.0,9.0,0.621,0,0.27,2,servidor,0,1
460,202303,26,4262.0,0.1,0.839,0,0.5,5,CLT,1,1
461,202402,56,6411.0,19.6,0.341,0,0.355,1,CLT,1,0
462,202403,27,4000.0,1.7,0.511,0,0.111,2,CLT,0,1
463,202308,57,4025.0,11.2,0.382,2,0.279,2,CLT,1,0
464,202407,41,3868.0,3.3,0.253,1,0.533,0,aposentado,0,0
465,202407,21,1327.0,2.4,0.469,0,0.23,0,autonomo,0,0
466,202311,68,3497.0,5.7,0.349,1,0.058,0,CLT,0,0
467,202401,29,2607.0,12.3,0.07,1,0.048,2,autonomo,1,0
468,202307,50,2012.0,6.3,0.474,0,0.181,1,CLT,1,0
469,202309,29,7458.0,1.6,0.213,2,0.481,1,CLT,0,0
470,202410,66,4685.0,1.1,0.391,0,0.092,1,CLT,1,0
471,202307,57,3587.0,2.3,0.427,0,0.125,1,servidor,1,0
472,202410,60,2745.0,5.8,0.487,0,0.146,2,autonomo,1,1
473,202408,42,4222.0,3.5,0.226,0,0.086,1,CLT,0,0
474,202302,43,5977.0,5.9,0.3,0,0.46,0,CLT,0,0
475,202305,52,2408.0,10.4,0.686,0,0.252,0,CLT,1,0
476,202309,59,3632.0,0.5,0.337,0,0.309,0,autonomo,1,0
477,202312,62,5620.0,3.5,0.546,1,0.188,1,autonomo,0,0
478,202402,21,1383.0,5.6,0.159,0,0.413,1,aposentado,0,0
479,202307,53,3538.0,1.7,0.358,1,0.079,1,CLT,0,0
480,202308,26,2938.0,20.8,0.027,0,0.472,1,servidor,1,0
481,202403,35,3405.0,5.6,0.744,1,0.276,1,CLT,0,0
482,202409,61,2833.0,1.6,0.395,1,0.322,1,CLT,0,1
483,202302,33,3900.0,1.0,0.781,2,0.37,1,CLT,0,1
484,202403,60,9526.0,17.2,0.562,0,0.151,2,servidor,1,0
485,202301,43,3097.0,6.1,0.14,0,0.591,2,aposentado,1,0
486,202305,32,4213.0,2.4,0.78,0,0.297,1,CLT,1,0
487,202405,37,9871.0,2.3,0.088,0,0.442,0,CLT,1,0
488,202404,47,2766.0,0.2,0.517,0,0.244,1,CLT,0,0
489,202308,58,9021.0,8.2,0.426,1,0.623,0,autonomo,0,0
490,202305,50,3651.0,3.2,0.374,1,0.531,0,CLT,0,0
491,202311,66,8875.0,7.3,0.183,0,0.557,0,autonomo,0,0
492,202409,63,5298.0,2.4,0.846,1,0.298,1,autonomo,0,0
493,202402,57,4245.0,3.1,0.723,0,0.301,1,autonomo,1,0
494,202401,50,3523.0,2.2,0.548,1,0.353,2,CLT,0,0
495,202405,35,2665.0,0.2,0.719,0,0.193,4,CLT,1,0
496,202309,41,3782.0,0.6,0.3,1,0.182,1,CLT,0,0
497,202405,26,5703.0,1.2,0.332,0,0.248,0,CLT,1,0
498,202409,39,3617.0,3.6,0.224,0,0.297,1,servidor,1,0
499,202302,66,3108.0,8.7,0.707,0,0.18,0,CLT,0,0
500,202302,41,3212.0,2.2,0.623,0,0.493,0,aposentado,0,1
501,202305,26,5980.0,0.6,0.84,1,0.242,2,servidor,1,0
502,202405,52,6718.0,2.6,0.453,0,0.164,2,autonomo,1,0
503,202403,68,2608.0,0.0,0.373,2,0.423,0,autonomo,1,0
504,202302,63,2606.0,1.5,0.211,0,0.473,0,CLT,1,0
505,202407,34,4401.0,0.9,0.758,0,0.073,1,CLT,1,0
506,202412,43,7815.0,9.8,0.103,0,0.372,1,autonomo,1,0
507,202304,47,6457.0,5.8,0.703,0,0.124,0,CLT,1,0
508,202304,33,1947.0,0.0,0.283,1,0.265,2,servidor,0,1
509,202407,34,3191.0,1.4,0.437,0,0.112,1,CLT,0,0
510,202407,32,2286.0,1.0,0.351,0,0.518,0,autonomo,1,0
511,202301,69,3185.0,0.9,0.393,0,0.174,1,CLT,1,0
512,202310,57,8121.0,1.2,0.643,0,0.519,0,CLT,0,0
513,202405,62,1788.0,1.0,0.039,1,0.427,0,autonomo,1,0
514,202401,61,1621.0,9.9,0.322,1,0.096,2,autonomo,0,0
515,202403,67,2406.0,1.9,0.148,1,0.463,0,CLT,1,0
516,202401,26,4203.0,2.7,0.144,0,0.086,0,CLT,0,1
517,202404,64,4966.0,0.1,0.498,0,0.416,0,CLT,0,1
518,202401,24,4531.0,6.2,0.294,1,0.353,2,CLT,0,0
519,202303,44,6554.0,6.2,0.099,0,0.101,0,CLT,1,0
520,202407,50,1508.0,1.3,0.15,0,0.102,1,CLT,1,0
521,202412,38,6596.0,9.7,0.371,0,0.396,0,CLT,1,0
522,202407,28,3115.0,0.2,0.093,1,0.09,1,CLT,1,0
523,202411,30,5249.0,6.6,0.595,0,0.28,1,aposentado,1,0
524,202406,61,1879.0,10.4,0.871,0,0.156,2,servidor,0,0
525,202302,36,3650.0,8.5,0.191,0,0.391,2,CLT,1,0
526,202401,36,4098.0,8.6,0.188,1,0.048,2,CLT,0,1
527,202302,66,6489.0,19.8,0.303,0,0.095,1,aposentado,1,0
528,202410,28,1648.0,3.8,0.163,0,0.163,0,aposentado,0,1
529,202308,65,3697.0,2.1,0.15,0,0.398,4,CLT,1,0
530,202308,66,2116.0,1.4,0.124,0,0.267,0,CLT,0,0
531,202307,50,4688.0,0.2,0.166,0,0.41,0,autonomo,0,1
532,202403,29,5370.0,2.6,0.667,0,0.723,1,autonomo,0,1
533,202401,28,6930.0,0.0,0.417,2,0.234,0,CLT,1,0
534,202312,34,2786.0,5.3,0.604,0,0.219,0,CLT,1,0
535,202301,49,5788.0,4.3,0.334,0,0.641,1,aposentado,1,0
536,202412,28,7190.0,7.1,0.374,0,0.493,1,CLT,1,0
537,202309,43,1601.0,1.4,0.298,0,0.08,0,CLT,0,0
538,202403,26,4945.0,9.0,0.342,0,0.397,1,autonomo,1,0
539,202309,47,5880.0,1.9,0.383,2,0.358,0,CLT,0,0
540,202310,22,3199.0,22.1,0.607,0,0.405,3,CLT,1,0
541,202408,55,1987.0,5.8,0.285,1,0.038,1,autonomo,1,0
542,202409,23,5834.0,0.1,0.335,0,0.396,1,CLT,0,1
543,202305,30,1999.0,0.2,0.35,1,0.351,0,CLT,1,1
544,202406,29,3330.0,1.4,0.585,0,0.253,0,servidor,0,0
545,202304,61,3569.0,0.7,0.668,0,0.091,1,CLT,1,0
546,202304,23,5207.0,1.2,0.396,0,0.129,1,CLT,0,0
547,202309,42,2662.0,1.4,0.638,0,0.085,2,servidor,0,0
548,202404,49,2586.0,9.6,0.449,1,0.431,1,autonomo,0,0
549,202402,46,3826.0,0.3,0.167,0,0.098,1,CLT,0,0
550,202404,54,6022.0,4.4,0.336,0,0.363,0,autonomo,0,0
551,202405,60,11427.0,7.8,0.533,1,0.299,3,CLT,1,1
552,202409,40,1713.0,0.4,0.164,0,0.198,0,autonomo,0,0
553,202402,61,4263.0,0.3,0.487,0,0.275,1,CLT,0,0
554,202407,36,2115.0,6.3,0.383,1,0.072,2,servidor,1,0
555,202411,69,6060.0,2.6,0.647,0,0.051,1,CLT,0,0
556,202401,45,2277.0,4.5,0.131,0,0.193,2,CLT,1,0
557,202311,57,2598.0,6.1,0.194,0,0.294,1,CLT,1,0
558,202312,63,2712.0,0.6,0.462,0,0.379,1,autonomo,1,0
559,202410,59,3505.0,2.7,0.606,0,0.211,0,autonomo,0,1
560,202306,62,4280.0,12.2,0.553,0,0.243,1,autonomo,1,1
561,202312,47,4637.0,2.0,0.648,0,0.044,0,autonomo,0,0
562,202401,23,3630.0,11.3,0.608,1,0.295,3,CLT,1,1
563,202305,45,1873.0,3.1,0.781,1,0.167,2,autonomo,1,1
564,202408,29,5239.0,1.2,0.208,2,0.656,2,aposentado,1,1
565,202303,64,3546.0,27.8,0.647,0,0.233,2,servidor,0,0
566,202404,32,6509.0,5.7,0.494,0,0.607,2,CLT,1,0
567,202402,32,2556.0,24.9,0.409,2,0.187,0,autonomo,1,1
568,202303,33,1634.0,7.2,0.202,0,0.335,3,CLT,1,0
569,202312,52,3580.0,0.1,0.715,1,0.088,0,servidor,1,0
570,202308,48,6960.0,1.7,0.191,2,0.144,0,aposentado,0,0
571,202312,67,3946.0,1.7,0.535,0,0.268,2,autonomo,1,0
572,202306,41,3295.0,3.8,0.176,1,0.506,0,CLT,1,1
573,202410,34,2356.0,5.8,0.2,0,0.164,1,CLT,0,1
574,202404,23,8768.0,6.5,0.354,1,0.234,2,CLT,1,0
575,202403,21,2176.0,3.0,0.638,0,0.28,2,CLT,0,1
576,202305,39,2533.0,11.1,0.597,2,0.356,2,CLT,1,1
577,202409,66,4842.0,2.2,0.057,0,0.279,1,CLT,0,0
578,202307,46,1439.0,1.1,0.645,0,0.138,2,CLT,0,0
579,202411,64,6886.0,20.1,0.571,0,0.51,0,CLT,1,0
580,202304,25,4975.0,3.3,0.295,1,0.015,2,CLT,0,0
581,202401,25,5708.0,3.2,0.358,0,0.741,1,servidor,1,0
582,202304,61,4813.0,0.2,0.243,0,0.269,1,CLT,1,0
583,202401,26,3359.0,7.8,0.637,0,0.634,2,autonomo,0,1
584,202307,23,2140.0,3.8,0.219,0,0.3,0,servidor,1,0
585,202305,40,3395.0,2.1,0.472,2,0.545,1,CLT,1,1
586,202407,66,2236.0,28.0,0.599,1,0.684,0,CLT,1,0
587,202309,54,4643.0,4.5,0.59,0,0.247,2,CLT,0,0
588,202304,25,5450.0,2.6,0.525,1,0.405,2,CLT,0,0
589,202312,62,7619.0,8.8,0.857,1,0.438,3,CLT,1,0
590,202405,62,4385.0,13.4,0.501,0,0.195,0,CLT,0,0
591,202304,60,5781.0,0.6,0.361,0,0.428,0,servidor,0,0
592,202410,65,3138.0,22.7,0.286,0,0.313,0,servidor,1,0
593,202307,32,2867.0,20.7,0.328,0,0.663,1,CLT,0,0
594,202410,68,4614.0,13.3,0.635,0,0.364,0,CLT,1,0
595,202403,36,3001.0,0.7,0.157,0,0.18,1,CLT,1,0
596,202301,60,4166.0,3.5,0.266,0,0.276,3,CLT,0,0
597,202304,49,2142.0,3.2,0.569,1,0.642,1,aposentado,1,1
598,202309,59,2343.0,1.6,0.333,0,0.121,1,CLT,1,0
599,202309,51,5003.0,1.3,0.372,0,0.264,2,CLT,1,0
600,202310,52,5672.0,0.5,0.28,0,0.033,1,servidor,0,0
601,202305,51,2224.0,2.7,0.349,0,0.194,0,CLT,0,0
602,202401,59,5091.0,2.4,0.849,1,0.033,1,autonomo,0,0
603,202401,57,2790.0,2.2,0.748,0,0.11,0,autonomo,0,0
604,202411,27,3671.0,36.6,0.163,0,0.473,0,servidor,1,0
605,202405,61,7394.0,2.7,0.49,0,0.257,0,CLT,1,0
606,202301,47,5452.0,6.4,0.514,0,0.183,1,autonomo,1,0
607,202410,36,5420.0,4.8,0.102,0,0.138,1,autonomo,0,0
608,202407,46,9456.0,1.9,0.149,0,0.22,1,autonomo,1,0
609,202411,68,2561.0,13.0,0.632,0,0.261,2,autonomo,0,0
610,202306,63,2224.0,0.2,0.075,0,0.488,2,servidor,1,1
611,202305,61,2538.0,3.7,0.257,0,0.519,0,CLT,1,0
612,202403,43,3206.0,5.7,0.412,0,0.462,3,CLT,1,0
613,202412,59,1122.0,11.9,0.066,1,0.201,1,CLT,0,1
614,202402,39,3282.0,1.9,0.324,0,0.339,0,servidor,0,0
615,202305,54,2773.0,5.4,0.383,1,0.245,2,CLT,0,0
616,202305,52,5388.0,13.0,0.451,0,0.131,0,CLT,0,0
617,202406,33,4343.0,0.1,0.204,0,0.276,0,CLT,1,0
618,202302,34,2696.0,14.3,0.271,0,0.329,1,CLT,1,0
619,202302,23,4890.0,0.3,0.532,3,0.093,2,CLT,1,1
620,202404,27,5227.0,0.7,0.589,1,0.452,2,autonomo,1,1
621,202310,42,2479.0,17.3,0.369,1,0.302,2,CLT,1,0
622,202303,44,2845.0,1.2,0.068,0,0.28,0,CLT,0,0
623,202402,29,1197.0,7.3,0.161,0,0.446,1,CLT,1,0
624,202301,41,2110.0,17.7,0.615,0,0.429,0,autonomo,1,0
625,202307,50,2512.0,11.4,0.366,1,0.412,0,autonomo,1,0
626,202408,32,3779.0,0.7,0.227,0,0.327,0,CLT,1,0
627,202404,37,2269.0,0.5,0.594,0,0.711,1,servidor,0,1
628,202303,39,2817.0,2.0,0.461,0,0.338,3,CLT,1,0
629,202309,45,1973.0,3.7,0.369,0,0.437,0,CLT,1,0
630,202411,38,3966.0,2.9,0.094,0,0.382,0,autonomo,1,0
631,202311,57,4505.0,7.1,0.385,1,0.517,3,aposentado,1,0
632,202310,37,4452.0,19.9,0.199,0,0.032,2,CLT,1,0
633,202402,42,3664.0,6.5,0.551,1,0.194,1,autonomo,0,0
634,202409,39,1685.0,9.5,0.395,1,0.02,1,CLT,1,1
635,202406,29,2671.0,0.0,0.572,0,0.409,0,CLT,1,0
636,202409,54,2970.0,11.3,0.585,1,0.281,0,CLT,0,0
637,202306,32,2976.0,3.8,0.297,0,0.02,1,CLT,1,0
638,202307,35,3780.0,4.1,0.629,1,0.391,0,aposentado,1,1
639,202311,59,7426.0,1.2,0.172,1,0.159,1,autonomo,1,0
640,202303,67,5465.0,16.6,0.323,1,0.087,3,CLT,1,0
641,202411,53,2222.0,10.6,0.447,0,0.739,0,autonomo,0,1
642,202306,65,5111.0,4.2,0.342,0,0.064,3,autonomo,1,0
643,202305,62,5015.0,7.4,0.6,0,0.411,1,autonomo,1,0
644,202406,44,2433.0,8.1,0.147,0,0.208,1,aposentado,0,0
645,202412,58,5566.0,0.8,0.671,0,0.013,0,autonomo,1,0
646,202404,37,3360.0,8.4,0.289,1,0.24,2,autonomo,1,0
647,202412,43,1799.0,7.0,0.469,1,0.474,0,autonomo,1,1
648,202407,47,4572.0,3.0,0.463,0,0.328,5,autonomo,1,0
649,202301,68,4058.0,5.2,0.368,1,0.147,3,CLT,1,0
650,202310,62,3249.0,0.0,0.004,0,0.098,2,aposentado,0,0
651,202406,44,3573.0,14.4,0.534,2,0.159,3,aposentado,1,1
652,202405,52,2541.0,0.4,0.22,0,0.023,0,servidor,1,0
653,202308,30,4940.0,5.3,0.171,0,0.406,1,CLT,0,0
654,202410,60,3563.0,11.6,0.274,0,0.24,2,CLT,0,0
655,202305,48,3957.0,6.7,0.784,0,0.203,0,servidor,0,0
656,202303,47,4353.0,7.6,0.443,0,0.688,0,autonomo,0,0
657,202403,58,2044.0,0.7,0.511,0,0.297,2,CLT,1,0
658,202403,52,2328.0,12.3,0.463,1,0.593,2,CLT,0,1
659,202402,24,1206.0,5.8,0.211,0,0.42,3,CLT,0,1
660,202303,35,4829.0,2.3,0.349,1,0.584,0,CLT,0,1
661,202309,29,1986.0,7.3,0.255,0,0.277,0,CLT,1,0
662,202411,57,3890.0,0.4,0.665,0,0.232,3,autonomo,1,0
663,202308,22,4383.0,7.7,0.632,0,0.038,2,autonomo,1,0
664,202307,30,4921.0,2.2,0.546,1,0.177,2,servidor,0,0
665,202403,50,1994.0,0.0,0.744,1,0.03,1,CLT,0,1
666,202304,55,3524.0,4.0,0.447,0,0.097,1,aposentado,0,0
667,202304,45,8393.0,5.1,0.117,0,0.241,0,servidor,0,0
668,202301,63,8580.0,3.9,0.338,1,0.05,2,autonomo,0,0
669,202408,66,5965.0,0.2,0.185,0,0.257,1,CLT,1,0
670,202404,27,4310.0,6.9,0.253,1,0.15,2,servidor,1,0
671,202404,67,2203.0,1.3,0.357,0,0.437,0,CLT,1,0
672,202308,51,5215.0,3.7,0.279,0,0.101,0,CLT,0,0
673,202302,52,3364.0,3.1,0.694,0,0.323,2,servidor,0,0
674,202310,25,4819.0,4.7,0.099,0,0.39,1,autonomo,1,0
675,202404,51,2653.0,1.6,0.163,0,0.307,3,CLT,0,0
676,202309,56,3339.0,0.1,0.157,0,0.526,2,CLT,0,0
677,202406,49,3952.0,1.4,0.706,1,0.333,3,CLT,0,1
678,202311,25,4118.0,0.9,0.166,0,0.495,2,servidor,1,0
679,202409,46,4660.0,6.5,0.433,1,0.283,0,CLT,1,0
680,202312,66,2725.0,6.8,0.381,0,0.17,1,autonomo,0,0
681,202407,56,1860.0,1.5,0.125,1,0.339,1,CLT,1,1
682,202304,27,8204.0,3.9,0.101,0,0.242,0,CLT,1,0
683,202406,68,12640.0,4.8,0.1,0,0.118,2,CLT,0,0
684,202307,67,4554.0,4.0,0.534,0,0.538,2,CLT,0,1
685,202402,29,1878.0,20.2,0.749,1,0.264,0,CLT,1,1
686,202304,60,2474.0,6.3,0.267,0,0.14,3,CLT,1,0
687,202403,40,4696.0,17.8,0.33,0,0.439,1,aposentado,0,0
688,202410,50,7119.0,3.4,0.032,0,0.473,0,autonomo,0,0
689,202310,42,1985.0,0.2,0.561,1,0.388,0,CLT,0,1
690,202307,59,3421.0,2.5,0.335,0,0.398,1,autonomo,1,0
691,202412,69,4016.0,3.6,0.142,1,0.251,0,servidor,1,0
692,202306,59,5610.0,14.5,0.655,2,0.56,3,CLT,0,1
693,202410,66,3066.0,5.5,0.302,0,0.28,0,autonomo,0,0
694,202412,67,1666.0,3.5,0.633,0,0.241,1,CLT,0,1
695,202303,25,4967.0,7.9,0.422,0,0.258,0,CLT,1,0
696,202301,33,6389.0,1.7,0.745,0,0.117,0,servidor,0,0
697,202401,56,3494.0,2.2,0.171,0,0.126,1,CLT,0,0
698,202406,49,4459.0,1.0,0.432,1,0.369,1,aposentado,0,1
699,202305,23,2872.0,1.9,0.47,0,0.33,1,servidor,1,0
700,202301,25,2385.0,1.0,0.48,0,0.183,2,CLT,0,0
701,202408,46,6083.0,2.3,0.275,0,0.488,3,autonomo,0,0
702,202408,51,4419.0,2.7,0.288,1,0.109,0,servidor,0,0
703,202309,29,4653.0,7.2,0.15,0,0.244,2,autonomo,0,0
704,202412,29,7716.0,17.4,0.566,0,0.213,3,servidor,1,0
705,202411,27,2149.0,2.8,0.069,1,0.23,0,autonomo,0,0
706,202411,48,2763.0,11.8,0.287,0,0.524,1,CLT,0,0
707,202310,21,3940.0,13.6,0.096,0,0.309,0,CLT,1,0
708,202408,49,2746.0,0.6,0.134,1,0.394,1,servidor,1,0
709,202302,44,5386.0,11.4,0.459,0,0.497,2,CLT,1,0
710,202304,43,3315.0,0.2,0.233,0,0.781,1,servidor,0,0
711,202306,54,2217.0,2.0,0.647,1,0.085,3,CLT,0,0
712,202410,46,3763.0,3.4,0.059,0,0.04,1,CLT,0,0
713,202312,56,3965.0,0.1,0.269,0,0.395,2,CLT,1,0
714,202305,58,5810.0,5.5,0.145,0,0.117,0,CLT,0,0
715,202310,66,4432.0,1.8,0.222,1,0.338,1,autonomo,0,0
716,202408,60,4585.0,3.7,0.557,0,0.26,0,autonomo,1,0
717,202308,46,4273.0,3.9,0.254,1,0.21,1,autonomo,0,1
718,202411,45,3314.0,1.0,0.333,1,0.22,2,autonomo,0,1
719,202402,32,2545.0,2.7,0.38,2,0.17,1,servidor,1,1
720,202310,50,4207.0,1.5,0.154,0,0.655,1,autonomo,0,0
721,202304,27,3082.0,18.5,0.468,0,0.204,1,CLT,0,0
722,202302,66,8475.0,2.0,0.336,1,0.088,4,autonomo,1,0
723,202301,62,7123.0,2.5,0.582,2,0.358,0,CLT,1,0
724,202403,26,4996.0,5.1,0.393,0,0.036,2,autonomo,0,1
725,202303,59,4399.0,3.5,0.383,0,0.324,1,CLT,1,0
726,202411,26,3484.0,7.1,0.383,1,0.108,0,CLT,1,0
727,202401,56,1938.0,2.0,0.642,0,0.435,3,autonomo,1,0
728,202404,25,3268.0,13.7,0.613,1,0.248,2,autonomo,0,0
729,202411,44,3830.0,9.0,0.696,0,0.068,1,aposentado,1,0
730,202306,53,4084.0,7.8,0.157,0,0.381,0,CLT,1,0
731,202311,56,4604.0,6.3,0.69,0,0.433,0,autonomo,1,0
732,202306,41,5771.0,2.5,0.096,1,0.295,2,autonomo,0,0
733,202405,66,2576.0,0.5,0.359,0,0.384,2,autonomo,0,0
734,202409,58,2588.0,0.3,0.283,0,0.235,0,autonomo,0,0
735,202402,31,7521.0,3.5,0.207,0,0.633,1,CLT,1,0
736,202307,53,5353.0,3.5,0.507,2,0.838,3,servidor,0,1
737,202310,56,2995.0,3.7,0.215,0,0.431,1,autonomo,0,1
738,202412,37,3451.0,8.8,0.426,0,0.295,0,CLT,1,0
739,202310,57,3459.0,6.6,0.398,0,0.072,0,autonomo,1,0
740,202407,65,3699.0,1.4,0.308,0,0.007,1,autonomo,0,1
741,202408,61,4612.0,6.4,0.405,0,0.038,1,CLT,0,0
742,202408,58,12932.0,5.1,0.465,0,0.301,1,servidor,0,0
743,202309,52,4003.0,2.7,0.658,0,0.409,0,CLT,0,0
744,202311,34,5071.0,2.7,0.083,0,0.222,0,autonomo,0,0
745,202402,59,1567.0,2.8,0.097,0,0.535,1,aposentado,1,0
746,202409,38,2857.0,0.0,0.187,0,0.102,1,CLT,0,0
747,202309,47,6731.0,6.3,0.431,0,0.169,1,CLT,0,1
748,202302,36,4452.0,10.5,0.293,1,0.334,1,autonomo,1,0
749,202308,36,406.0,1.5,0.324,0,0.164,3,autonomo,0,1
750,202409,28,5100.0,9.9,0.759,0,0.39,0,CLT,0,1
751,202404,68,9500.0,2.9,0.042,0,0.168,1,servidor,0,0
752,202303,28,1342.0,28.3,0.224,1,0.224,3,CLT,1,0
753,202411,25,7783.0,3.3,0.401,0,0.192,0,CLT,0,0
754,202404,66,911.0,20.2,0.074,0,0.101,0,CLT,1,0
755,202303,48,5820.0,9.2,0.697,1,0.185,2,servidor,1,0
756,202310,42,3625.0,0.8,0.934,0,0.302,2,autonomo,0,1
757,202302,57,1124.0,3.0,0.106,0,0.262,0,servidor,1,0
758,202410,39,4551.0,5.1,0.203,0,0.164,2,autonomo,1,0
759,202406,27,6473.0,14.8,0.421,1,0.316,3,CLT,1,0
760,202304,56,4367.0,2.0,0.543,0,0.298,3,CLT,1,0
761,202304,29,4878.0,3.0,0.284,0,0.345,0,CLT,0,0
762,202311,48,2964.0,6.2,0.713,0,0.267,1,aposentado,1,1
763,202309,67,1436.0,0.3,0.67,1,0.356,4,CLT,0,1
764,202304,66,5146.0,11.0,0.547,0,0.3,0,CLT,1,0
